,PaperId,PaperRank,Doi,DocType,PaperTitle,OriginalTitle,BookTitle,Year,Date,OnlineDate,Publisher,JournalId,ConferenceSeriesId,ConferenceInstanceId,Volume,Issue,FirstPage,LastPage,ReferenceCount,PaperCitationCount,EstimatedCitation,OriginalVenue,FamilyId,FamilyRank,N/A,CreatedDate,AuthorId,AffiliationId,AuthorSequenceNumber,OriginalAuthor,OriginalAffiliation,Rank,NormalizedName,DisplayName,LastKnownAffiliationId,PaperCount,AuthorCitationCount,Unknown,CreateDate
147,2015521495,21082,10.1016/J.EJPOLECO.2008.09.004,Journal,is a unified macroeconomic policy necessarily better for a common currency area,Is a unified macroeconomic policy necessarily better for a common currency area,,2009,2009-03-01,2008-09-07,North-Holland,100134864.0,,,25.0,1.0,98.0,101.0,6,18,18,European Journal of Political Economy,2015521495.0,20598.0,,2016-06-24,1971451624.0,62318514.0,1.0,Ansgar Belke,"Department of Economics, University of Duisburg-Essen, Essen, Germany",14057.0,ansgar belke,Ansgar Belke,62318514.0,763.0,524.0,4468.0,2016-06-24
147,2015521495,21082,10.1016/J.EJPOLECO.2008.09.004,Journal,is a unified macroeconomic policy necessarily better for a common currency area,Is a unified macroeconomic policy necessarily better for a common currency area,,2009,2009-03-01,2008-09-07,North-Holland,100134864.0,,,25.0,1.0,98.0,101.0,6,18,18,European Journal of Political Economy,2015521495.0,20598.0,,2016-06-24,2994039514.0,,2.0,Daniel Gros,"Centre for European Policy Studies (CEPS), 1 Place du Congres, 1000 Brussels, Belgium",15269.0,daniel gros,Daniel Gros,88523112.0,245.0,166.0,1219.0,2019-12-13
148,2020486942,20346,10.1086/262038,Journal,consumers evaluation of new products learning from self and others,Consumers' Evaluation of New Products: Learning from Self and Others,,1996,1996-08-01,,The University of Chicago Press,95323914.0,,,104.0,4.0,683.0,703.0,8,137,209,Journal of Political Economy,2020486942.0,20048.0,,2016-06-24,2160317845.0,,1.0,Daniel L. McFadden,,12189.0,daniel mcfadden,Daniel McFadden,95457486.0,297.0,213.0,44550.0,2016-06-24
148,2020486942,20346,10.1086/262038,Journal,consumers evaluation of new products learning from self and others,Consumers' Evaluation of New Products: Learning from Self and Others,,1996,1996-08-01,,The University of Chicago Press,95323914.0,,,104.0,4.0,683.0,703.0,8,137,209,Journal of Political Economy,2020486942.0,20048.0,,2016-06-24,2295137245.0,,2.0,Kenneth E. Train,,13181.0,kenneth train,Kenneth Train,95457486.0,137.0,115.0,24410.0,2016-06-24
149,2461047340,19859,10.3386/W22367,Journal,willingness to pay for clean air evidence from air purifier markets in china,Willingness to Pay for Clean Air: Evidence from Air Purifier Markets in China,,2020,2020-03-18,2016-06-01,"The University of Chicago PressChicago, IL",95323914.0,,,128.0,5.0,1627.0,1672.0,0,73,167,Journal of Political Economy,2461047340.0,19597.0,,2016-07-22,2111382858.0,,1.0,Koichiro Ito,,16610.0,koichiro ito,Koichiro Ito,40347166.0,29.0,15.0,796.0,2016-06-24
149,2461047340,19859,10.3386/W22367,Journal,willingness to pay for clean air evidence from air purifier markets in china,Willingness to Pay for Clean Air: Evidence from Air Purifier Markets in China,,2020,2020-03-18,2016-06-01,"The University of Chicago PressChicago, IL",95323914.0,,,128.0,5.0,1627.0,1672.0,0,73,167,Journal of Political Economy,2461047340.0,19597.0,,2016-07-22,2808072151.0,,2.0,Shuang Zhang,,17713.0,shuang zhang,Shuang Zhang,188538660.0,23.0,16.0,209.0,2018-06-21
150,2792032314,19510,10.1086/262106,Journal,the impact of economic reform on the performance of chinese state enterprises 1980 1989,"The Impact of Economic Reform on the Performance of Chinese State Enterprises, 1980–1989",,1997,1997-10-01,,The University of Chicago Press,95323914.0,,,105.0,5.0,1080.0,1106.0,21,304,536,Journal of Political Economy,2792032314.0,19422.0,,2018-03-29,2969131603.0,170897317.0,1.0,Wei Li,Duke University#TAB#,15265.0,wei li,Wei Li,1325290502.0,88.0,65.0,2063.0,2019-08-22
151,3011063931,24676,10.1177/2277976019901028,,samir amin and debates at the university of dar es salaam in the 1980s,Samir Amin and Debates at the University of Dar es Salaam in the 1980s,,2020,2020-03-16,,"SAGE PublicationsSage India: New Delhi, India",,,,,,,,0,0,0,Agrarian South: Journal of Political Economy,3011063931.0,23982.0,,2020-03-23,3011597564.0,,1.0,Ng’wanza Kamata,,20533.0,ngâ wanza kamata,Ngâ€™wanza Kamata,,2.0,1.0,0.0,2020-03-23
152,3142500902,24676,,Repository,samir amin and debates at the university of dar es salaam in the 1980s,Samir Amin and Debates at the University of Dar es Salaam in the 1980s,,2020,2020-01-01,2020-06-15,Centre for Agrarian Research and Education for South,,,,9.0,1.0,63.0,77.0,0,0,0,Agrarian South: Journal of Political Economy,3011063931.0,23982.0,,2021-04-13,3011597564.0,,1.0,Ngâ€™wanza Kamata,,20533.0,ngâ wanza kamata,Ngâ€™wanza Kamata,,2.0,1.0,0.0,2020-03-23
153,2137404364,19819,10.1086/260699,Journal,unanticipated money output and the price level in the united states,"Unanticipated Money, Output, and the Price Level in the United States",,1978,1978-08-01,,University of Chicago Press,95323914.0,,,86.0,4.0,549.0,580.0,8,510,788,Journal of Political Economy,3121207894.0,19806.0,,2016-06-24,548446481.0,,1.0,Robert J. Barro,,11449.0,robert j barro,Robert J. Barro,136199984.0,712.0,513.0,80680.0,2016-06-24
154,2136684922,26313,10.1086/258916,Journal,price stability and development in mainland china 1951 63,Price Stability and Development in Mainland China (1951-63),,1964,1964-08-01,,University of Chicago Press,95323914.0,,,72.0,4.0,360.0,375.0,0,2,2,Journal of Political Economy,3121560919.0,26099.0,,2016-06-24,2401969348.0,,1.0,Dwight Heald Perkins,,14703.0,dwight h perkins,Dwight H. Perkins,136199984.0,118.0,113.0,3108.0,2016-06-24
155,3122218694,22258,10.1111/SJPE.12129,Journal,an economic rationale for dismissing low quality experts in trial,An economic rationale for dismissing low-quality experts in trial,,2017,2017-11-01,2017-03-13,"John Wiley & Sons, Ltd",111496547.0,,,64.0,5.0,445.0,466.0,21,1,1,Scottish Journal of Political Economy,3122218694.0,20910.0,,2021-02-01,2117026534.0,193775966.0,1.0,Chulyoung Kim,", Yonsei University",16499.0,chulyoung kim,Chulyoung Kim,193775966.0,65.0,44.0,636.0,2016-06-24
156,3123926893,21314,10.1016/S0176-2680(02)00130-1,Journal,bequests control rights and cost benefit analysis,"Bequests, control rights, and cost–benefit analysis",,2003,2003-03-01,2002-10-31,North-Holland,100134864.0,,,19.0,1.0,71.0,82.0,18,8,8,European Journal of Political Economy,3123926893.0,20927.0,,2021-02-01,96073492.0,133731052.0,2.0,Vesa Kanniainen,"Department of Economics, University of Helsinki, Helsinki FIN-00014, Finland",15452.0,vesa kanniainen,Vesa Kanniainen,133731052.0,161.0,118.0,1328.0,2016-06-24
156,3123926893,21314,10.1016/S0176-2680(02)00130-1,Journal,bequests control rights and cost benefit analysis,"Bequests, control rights, and cost–benefit analysis",,2003,2003-03-01,2002-10-31,North-Holland,100134864.0,,,19.0,1.0,71.0,82.0,18,8,8,European Journal of Political Economy,3123926893.0,20927.0,,2021-02-01,2109808196.0,204250578.0,1.0,Amihai Glazer,"Department of Economics, University of California Irvine, Irvine, CA 92697, USA",14564.0,amihai glazer,Amihai Glazer,204250578.0,348.0,271.0,3529.0,2016-06-24
156,3123926893,21314,10.1016/S0176-2680(02)00130-1,Journal,bequests control rights and cost benefit analysis,"Bequests, control rights, and cost–benefit analysis",,2003,2003-03-01,2002-10-31,North-Holland,100134864.0,,,19.0,1.0,71.0,82.0,18,8,8,European Journal of Political Economy,3123926893.0,20927.0,,2021-02-01,2661713803.0,130828816.0,3.0,Esko Niskanen,"Institute for Transport Studies, University of Leeds, 38 University Road, Leeds LS2 9JT, UK",16770.0,esko niskanen,Esko Niskanen,130828816.0,42.0,35.0,326.0,2017-06-30
157,2491169238,22344,10.1590/0101-35172005-1267,,galbraith a partisan appraisal,Galbraith: A Partisan Appraisal,,2005,2005-01-01,2005-03-01,"Palgrave Macmillan, London",,,,25.0,1.0,3.0,10.0,5,0,0,Brazilian Journal of Political Economy,3169899838.0,22238.0,,2016-08-23,2484810885.0,86519309.0,1.0,James K. Galbraith,"The University of Texas at Austin, Austin, USA#TAB#",14729.0,james k galbraith,James K. Galbraith,86519309.0,327.0,302.0,2616.0,2016-08-23
158,2031484809,29105,10.1086/257244,Journal,reliability of estimates of unfree labor in the u s s r comments,Reliability of Estimates of Unfree Labor in the U.S.S.R.: Comments,,1952,1952-08-01,,The University of Chicago Press,95323914.0,,,60.0,4.0,340.0,342.0,0,1,1,Journal of Political Economy,,,,2016-06-24,2678432100.0,,1.0,N. Jasny,,20827.0,n jasny,N. Jasny,,1.0,1.0,1.0,2017-06-30
159,2046012677,23867,10.1086/251127,Repository,the world s prosperity in the year 1903,The World's Prosperity in the Year 1903,,2015,2015-09-29,,The University of Chicago Press,95323914.0,,,13.0,,217.0,217.0,0,4,4,Journal of Political Economy,,,,2016-06-24,2252471495.0,,1.0,W. G. Langworthy Taylor,,18923.0,w g langworthy taylor,W. G. Langworthy Taylor,,10.0,10.0,10.0,2016-06-24
160,3133128160,25872,,Repository,lean and flexible into the future,Lean and Flexible into the Future,,1995,1995-01-01,,Taylor & Francis Journals,113957626.0,,,25.0,4.0,9.0,37.0,9,1,1,International Journal of Political Economy,,,,2021-03-01,2684273251.0,,1.0,Tilla Siegel,,19721.0,tilla siegel,Tilla Siegel,,4.0,4.0,5.0,2017-06-30
161,2513947284,28082,10.1086/258457,Journal,theory of value an axiomatic analysis of economic equilibrium gerard debreu,Theory of Value: An Axiomatic Analysis of Economic Equilibrium. Gerard Debreu,,1961,1961-04-01,,,95323914.0,,,69.0,2.0,204.0,205.0,0,4,4,Journal of Political Economy,,,,2016-09-16,2720421374.0,,1.0,F. H. Hahn,,21059.0,f h hahn,F. H. Hahn,,1.0,1.0,4.0,2017-06-30
162,2512940233,28265,10.1086/260406,Journal,foundations of brazilian economic growth donald e syvrud,Foundations of Brazilian Economic Growth. Donald E. Syvrud,,1975,1975-12-01,,,95323914.0,,,83.0,6.0,1309.0,1312.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2630927786.0,,1.0,Paulo Neuhaus,,21226.0,paulo neuhaus,Paulo Neuhaus,,1.0,1.0,0.0,2017-06-30
163,1987856822,25129,10.1016/J.EJPOLECO.2004.09.004,Journal,comments on is there racism in economic research,Comments on “Is there racism in economic research?”,,2005,2005-09-01,2004-11-18,North-Holland,100134864.0,,,21.0,3.0,775.0,780.0,6,0,0,European Journal of Political Economy,,,,2016-06-24,1964587734.0,141810926.0,1.0,June Ellenoff O'Neill,"Department of Economics and Finance, Zicklin School of Business, Baruch College, CUNY, One Bernard Baruch Way, New York, NY, 10010 USA",15838.0,june oneill,June O'Neill,141810926.0,33.0,24.0,1013.0,2016-06-24
164,1990906058,22593,10.1111/J.1467-9485.1984.TB00462.X,Journal,differences in the profitability of the u k manufacturing sector between conurbations and other areas,DIFFERENCES IN THE PROFITABILITY OF THE U. K. MANUFACTURING SECTOR BETWEEN CONURBATIONS AND OTHER AREAS,,1984,1984-02-01,,Blackwell Publishing Ltd,111496547.0,,,31.0,1.0,72.0,91.0,2,8,8,Scottish Journal of Political Economy,,,,2016-06-24,1970422559.0,241749.0,2.0,Graham Gudgin,Univ. of Cambridge,16683.0,graham gudgin,Graham Gudgin,241749.0,18.0,17.0,360.0,2016-06-24
164,1990906058,22593,10.1111/J.1467-9485.1984.TB00462.X,Journal,differences in the profitability of the u k manufacturing sector between conurbations and other areas,DIFFERENCES IN THE PROFITABILITY OF THE U. K. MANUFACTURING SECTOR BETWEEN CONURBATIONS AND OTHER AREAS,,1984,1984-02-01,,Blackwell Publishing Ltd,111496547.0,,,31.0,1.0,72.0,91.0,2,8,8,Scottish Journal of Political Economy,,,,2016-06-24,2112728065.0,241749.0,4.0,Sarah Monk,Univ. of Cambridge,16283.0,sarah monk,Sarah Monk,241749.0,53.0,53.0,603.0,2016-06-24
164,1990906058,22593,10.1111/J.1467-9485.1984.TB00462.X,Journal,differences in the profitability of the u k manufacturing sector between conurbations and other areas,DIFFERENCES IN THE PROFITABILITY OF THE U. K. MANUFACTURING SECTOR BETWEEN CONURBATIONS AND OTHER AREAS,,1984,1984-02-01,,Blackwell Publishing Ltd,111496547.0,,,31.0,1.0,72.0,91.0,2,8,8,Scottish Journal of Political Economy,,,,2016-06-24,2188949065.0,241749.0,3.0,Michael Kitson,Univ. of Cambridge,15341.0,michael kitson,Michael Kitson,241749.0,83.0,83.0,3374.0,2016-06-24
164,1990906058,22593,10.1111/J.1467-9485.1984.TB00462.X,Journal,differences in the profitability of the u k manufacturing sector between conurbations and other areas,DIFFERENCES IN THE PROFITABILITY OF THE U. K. MANUFACTURING SECTOR BETWEEN CONURBATIONS AND OTHER AREAS,,1984,1984-02-01,,Blackwell Publishing Ltd,111496547.0,,,31.0,1.0,72.0,91.0,2,8,8,Scottish Journal of Political Economy,,,,2016-06-24,2790226234.0,241749.0,1.0,Stephen Fothergill,Univ. of Cambridge,17241.0,stephen fothergill,Stephen Fothergill,241749.0,8.0,8.0,181.0,2018-03-29
165,2511978420,35604,10.1086/250958,Journal,the social unrest studies in labor and socialist movements john graham brooks,The Social Unrest: Studies in Labor and Socialist Movements. John Graham Brooks,,1903,1903-03-01,,,95323914.0,,,11.0,2.0,328.0,332.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2312473648.0,,1.0,John Cummings,,17639.0,john cummings,John Cummings,,34.0,34.0,23.0,2016-06-24
166,2014697878,28263,10.1086/257013,Journal,economic and social policy in democratic society,Economic and Social Policy in Democratic Society,,1950,1950-12-01,,The University of Chicago Press,95323914.0,,,58.0,6.0,513.0,522.0,0,4,4,Journal of Political Economy,,,,2016-06-24,2467536297.0,,1.0,Frank H. Knight,,13332.0,frank h knight,Frank H. Knight,126307644.0,237.0,229.0,12346.0,2016-07-22
167,2465028377,26418,,Journal,marx and railway servants,Marx and Railway Servants,,1995,1995-06-01,,Kyushu University,95323914.0,,,61.0,2.0,67.0,74.0,0,0,0,Journal of Political Economy,,,,2016-07-22,2724601071.0,,1.0,H. Fukudome,,21226.0,h fukudome,H. Fukudome,,1.0,1.0,0.0,2017-07-14
168,2033495914,23115,10.1086/259179,Journal,the immigration of scientists and engineers to the united states 1949 61,"The Immigration of Scientists and Engineers to the United States, 1949-61",,1966,1966-08-01,,The University of Chicago Press,95323914.0,,,74.0,4.0,368.0,378.0,0,30,110,Journal of Political Economy,,,,2016-06-24,2100723779.0,,2.0,A. D. Scott,,14569.0,anthony scott,Anthony Scott,141945490.0,108.0,105.0,2286.0,2016-06-24
168,2033495914,23115,10.1086/259179,Journal,the immigration of scientists and engineers to the united states 1949 61,"The Immigration of Scientists and Engineers to the United States, 1949-61",,1966,1966-08-01,,The University of Chicago Press,95323914.0,,,74.0,4.0,368.0,378.0,0,30,110,Journal of Political Economy,,,,2016-06-24,2464842294.0,,1.0,H. G. Grubel,,14302.0,herbert g grubel,Herbert G. Grubel,18014758.0,167.0,156.0,3374.0,2016-07-22
169,2005341071,29754,10.1086/256270,Journal,post world war i price movements and price policy,Post-World War I Price Movements and Price Policy,,1945,1945-09-01,,The University of Chicago Press,95323914.0,,,53.0,3.0,234.0,257.0,0,1,1,Journal of Political Economy,,,,2016-06-24,2325096501.0,,1.0,Eugene Rotwein,,19455.0,eugene rotwein,Eugene Rotwein,,5.0,5.0,11.0,2016-06-24
170,2061816445,22478,10.1111/J.1467-9485.1979.TB00540.X,Journal,fishermen s remuneration systems and implications for fisheries development,FISHERMEN'S REMUNERATION SYSTEMS AND IMPLICATIONS FOR FISHERIES DEVELOPMENT,,1979,1979-06-01,2007-10-09,Blackwell Publishing Ltd,111496547.0,,,26.0,2.0,147.0,162.0,2,53,79,Scottish Journal of Political Economy,,,,2016-06-24,2678379762.0,17626003.0,1.0,J. G. Sutinen,(University of Rhode Island),18972.0,j g sutinen,J. G. Sutinen,17626003.0,1.0,1.0,53.0,2017-06-30
171,3185936522,22666,,,a inflacao brasileira e o plano real,A inflação brasileira e o plano real,,1995,1995-04-01,,,,,,15.0,2.0,,,0,3,3,Brazilian Journal of Political Economy,,,,2021-08-02,2163230505.0,,1.0,Jeffrey Sachs,,11864.0,jeffrey d sachs,Jeffrey D. Sachs,78577930.0,932.0,741.0,60268.0,2016-06-24
171,3185936522,22666,,,a inflacao brasileira e o plano real,A inflação brasileira e o plano real,,1995,1995-04-01,,,,,,15.0,2.0,,,0,3,3,Brazilian Journal of Political Economy,,,,2021-08-02,2648611337.0,,2.0,Álvaro Zini,,19198.0,alvaro antonio zini,Álvaro Antônio Zini,17974374.0,4.0,4.0,29.0,2017-06-30
172,2518247162,30434,10.1086/257613,Journal,american economic policy toward the philippines shirley jenkins,American Economic Policy toward the Philippines. Shirley Jenkins,,1954,1954-12-01,,,95323914.0,,,62.0,6.0,540.0,541.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2663171139.0,,1.0,Sanford A. Mosk,,20533.0,sanford a mosk,Sanford A. Mosk,,2.0,2.0,0.0,2017-06-30
173,1968091289,23126,10.1086/260737,Journal,環境史史料を読む エムシャー組合の形成と活動 1,環境史史料を読む : エムシャー組合の形成と活動(1),,1979,1979-02-01,,九州大学経済学会,95323914.0,,,87.0,1.0,1.0,30.0,22,42,65,Journal of Political Economy,,,,2016-06-24,3044944616.0,,1.0,廣道 田北,,19006.0,廣道 田北,廣道 田北,,4.0,4.0,42.0,2020-07-29
174,2510695313,36128,10.1086/250797,Journal,wilhelm liebknecht sein leben und wirken kurt eisner,"Wilhelm Liebknecht, sein Leben und Wirken. Kurt Eisner",,1901,1901-09-01,,,95323914.0,,,9.0,4.0,638.0,639.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2315627593.0,,1.0,Charlotte Teller,,19617.0,charlotte teller,Charlotte Teller,,5.0,5.0,0.0,2016-06-24
175,1988089596,25498,10.1111/J.1467-9485.1985.TB00797.X,Journal,political and bureaucratic pressures on u k oil taxation policy,POLITICAL AND BUREAUCRATIC PRESSURES ON U.K. OIL TAXATION POLICY,,1985,1985-11-01,,Blackwell Publishing Ltd,111496547.0,,,32.0,3.0,278.0,295.0,1,1,1,Scottish Journal of Political Economy,,,,2016-06-24,2120410489.0,28290843.0,1.0,D. Hann,University of Surrey,21149.0,d hann,D. Hann,28290843.0,1.0,1.0,1.0,2016-06-24
176,2053321022,31630,10.1086/255937,Journal,on strike analysis,On Strike Analysis,,1942,1942-10-01,,The University Press of Chicago,95323914.0,,,50.0,5.0,750.0,760.0,0,0,0,Journal of Political Economy,,,,2016-06-24,2331776410.0,,1.0,John V. Spielmans,,18373.0,john v spielmans,John V. Spielmans,,17.0,17.0,2.0,2016-06-24
177,1986656081,24528,10.1111/J.1467-9485.1993.TB00904.X,Journal,pricing dynamics with non instantaneous quantity adjustment,PRICING DYNAMICS WITH NON‐INSTANTANEOUS QUANTITY ADJUSTMENT,,1993,1993-08-01,,Blackwell Publishing Ltd,111496547.0,,,40.0,3.0,272.0,282.0,0,1,1,Scottish Journal of Political Economy,,,,2016-06-24,2161644702.0,51601045.0,1.0,John Hudson,University of Bath,15088.0,john hudson,John Hudson,51601045.0,133.0,124.0,3597.0,2016-06-24
178,2518071430,31543,10.1086/256075,Journal,behemoth the structure and practice of national socialism franz neumann,Behemoth: The Structure and Practice of National Socialism. Franz Neumann,,1943,1943-08-01,,,95323914.0,,,51.0,4.0,371.0,371.0,0,0,0,Journal of Political Economy,,,,2016-09-16,2697885568.0,,1.0,M. J. Bonn,,21226.0,m j bonn,M. J. Bonn,,1.0,1.0,0.0,2017-06-30
179,2028771181,23875,10.1016/J.EJPOLECO.2004.05.003,Journal,richard titmuss on social cohesion a comment,Richard Titmuss on social cohesion: a comment,,2004,2004-09-01,2004-07-09,North-Holland,100134864.0,,,20.0,3.0,795.0,797.0,5,1,1,European Journal of Political Economy,,,,2016-06-24,2236466453.0,11559806.0,1.0,Philippe Fontaine,"Département d'économie et de gestion, École normale supérieure de Cachan, 61, av. du Président Wilson, 94351 Cachan Cedex, France",16814.0,philippe fontaine,Philippe Fontaine,11559806.0,53.0,51.0,384.0,2016-06-24
